genename	bnum	geneid	isNonUnique
hisF	b2025	gene2076	FALSE
hisG	b2019	gene2070	FALSE
gtrS	b2352	gene2407	FALSE
hisA	b2024	gene2075	FALSE
hisB	b2022	gene2073	FALSE
hisC	b2021	gene2072	FALSE
hisL	b2018	gene2069	FALSE
lnt	b0657	gene671	FALSE
ffh	b2610	gene2676	FALSE
hisH	b2023	gene2074	FALSE
hisI	b2026	gene2077	FALSE
hisJ	b2309	gene2365	FALSE
ypdC	b2382	gene2441	FALSE
rmf	b0953	gene967	FALSE
hisQ	b2308	gene2364	FALSE
gtrA	b2350	gene2405	FALSE
ypdB	b2381	gene2440	FALSE
ypdA	b2380	gene2439	FALSE
yjjL	b4356	gene4447	FALSE
creC	b4399	gene4492	FALSE
yoaC	b1810	gene1854	FALSE
emrD	b3673	gene3755	FALSE
mcrC	b4345	gene4435	FALSE
ibsE	b4666	gene3112	FALSE
ugpQ	b3449	gene3509	FALSE
ypdE	b2384	gene2443	FALSE
manY	b1818	gene1862	FALSE
arfB	b0191	gene189	FALSE
arfA	b4550	gene3352	FALSE
fadL	b2344	gene2399	FALSE
fimB	b4312	gene4404	FALSE
hokD	b1562	gene1599	FALSE
ynbC	b1410	gene1443	FALSE
ynbB	b1409	gene1442	FALSE
ynbA	b1408	gene1441	FALSE
tus	b1610	gene1648	FALSE
ynbG	b4674	gene1434	FALSE
ynbE	b1382	gene1415	FALSE
ynbD	b1411	gene1444	FALSE
manX	b1817	gene1861	FALSE
yajQ	b0426	gene431	FALSE
yajR	b0427	gene432	FALSE
hokE	b4415	gene595	FALSE
hokB	b4428	gene1453	FALSE
hokC	b4412	gene16	FALSE
hokA	b4455	gene3625	FALSE
yajI	b0412	gene417	FALSE
yajL	b0424	gene429	FALSE
ccmH	b2194	gene2248	FALSE
yajO	b0419	gene424	FALSE
ccmE	b2197	gene2251	FALSE
ccmD	b2198	gene2252	FALSE
yajC	b0407	gene412	FALSE
yajD	b0410	gene415	FALSE
ccmC	b2199	gene2253	FALSE
yajG	b0434	gene439	FALSE
ycbJ	b0919	gene933	FALSE
ycbK	b0926	gene940	FALSE
yoaA	b1808	gene1852	FALSE
gnsA	b4517	gene1008	FALSE
lpxL	b1054	gene1067	FALSE
lpxM	b1855	gene1902	FALSE
ycbL	b0927	gene941	FALSE
manA	b1613	gene1651	FALSE
lpxA	b0181	gene178	FALSE
lpxB	b0182	gene179	FALSE
lpxC	b0096	gene95	FALSE
lpxD	b0179	gene176	FALSE
atoC	b2220	gene2275	FALSE
ycbZ	b0955	gene969	FALSE
ycbX	b0947	gene961	FALSE
ryjB	b4624	gene4390	FALSE
csiE	b2535	gene2597	FALSE
csiD	b2659	gene2718	FALSE
eutP	b2461	gene2520	FALSE
yghW	b2998	gene3060	FALSE
lpxP	b2378	gene2436	FALSE
glcE	b4468	gene3040	FALSE
glcF	b4467	gene3039	FALSE
glcG	b2977	gene3038	FALSE
ycbV	b0943	gene957	FALSE
glcA	b2975	gene3036	FALSE
glcB	b2976	gene3037	FALSE
ycbU	b0942	gene956	FALSE
acrR	b0464	gene469	FALSE
artP	b0864	gene878	FALSE
yfjJ	b2626	gene2691	FALSE
marA	b1531	gene1564	FALSE
marB	b1532	gene1565	FALSE
marC	b1529	gene1562	FALSE
acrZ	b0762	gene775	FALSE
yqeB	b2875	gene2937	FALSE
rrrQ	b1554	gene1591	FALSE
acrB	b0462	gene467	FALSE
rluD	b2594	gene2661	FALSE
acrA	b0463	gene468	FALSE
rluA	b0058	gene56	FALSE
rluC	b1086	gene1099	FALSE
rluB	b1269	gene1292	FALSE
artI	b0863	gene877	FALSE
rrrD	b0555	gene563	FALSE
artJ	b0860	gene874	FALSE
artM	b0861	gene875	FALSE
yoaG	b1796	gene1840	FALSE
mgrR	b4698	gene1569	FALSE
ccmF	b2196	gene2250	FALSE
helD	b0962	gene976	FALSE
arsB	b3502	gene3565	FALSE
ccmA	b2201	gene2255	FALSE
ecpR	b0294	gene303	FALSE
atoA	b2222	gene2277	FALSE
bsmA	b4189	gene4279	FALSE
mgrB	b1826	gene1870	FALSE
yqiC	b3042	gene3099	FALSE
yqiB	b3033	gene3091	FALSE
yfgO	b2493	gene2554	FALSE
polB	b0060	gene58	FALSE
yqiG	b3046	gene3101	FALSE
yqiI	b3048	gene3105	FALSE
ecpA	b0293	gene302	FALSE
lspA	b0027	gene26	FALSE
ecpC	b0291	gene300	FALSE
ecpD	b0290	gene299	FALSE
ecpE	b0289	gene298	FALSE
gadA	b3517	gene3582	FALSE
ompA	b0957	gene971	FALSE
casE	b2756	gene2815	FALSE
lpxH	b0524	gene529	FALSE
yjhG	b4297	gene4384	FALSE
rspR	b1540	gene1575	FALSE
casA	b2760	gene2819	FALSE
casC	b2758	gene2817	FALSE
casB	b2759	gene2818	FALSE
yhfG	b3362	gene3424	FALSE
pcm	b2743	gene2802	FALSE
yjhI	b4299	gene4386	FALSE
yjhH	b4298	gene4385	FALSE
yjhU	b4295	gene4382	FALSE
lpxK	b0915	gene929	FALSE
yjhQ	b4307	gene4397	FALSE
yeaJ	b1786	gene1828	FALSE
yibQ	b3614	gene3692	FALSE
gadB	b1493	gene1527	FALSE
yjhX	b4566	gene4398	FALSE
yggM	b2956	gene3018	FALSE
yjhZ	b4657	gene4399	FALSE
yhiM	b3491	gene3551	FALSE
ydjX	b1750	gene1792	FALSE
tufB	b3980	gene4059	FALSE
ytcA	b4622	gene4167	FALSE
nusG	b3982	gene4061	FALSE
nusB	b0416	gene421	FALSE
yefM	b2017	gene2068	FALSE
nusA	b3169	gene3229	FALSE
yibV	b4615	gene3672	FALSE
hda	b2496	gene2557	FALSE
ycbC	b0920	gene934	FALSE
yggL	b2959	gene3021	FALSE
lplA	b4386	gene4479	FALSE
yjdN	b4107	gene4191	FALSE
pepN	b0932	gene946	FALSE
pepA	b4260	gene4347	FALSE
ycbF	b0944	gene958	FALSE
pepB	b2523	gene2585	FALSE
pepE	b4021	gene4102	FALSE
pepD	b0237	gene237	FALSE
mqo	b2210	gene2264	FALSE
rspA	b1581	gene1618	FALSE
emtA	b1193	gene1210	FALSE
epmA	b4155	gene4244	FALSE
epmB	b4146	gene4233	FALSE
epmC	b2326	gene2382	FALSE
pepQ	b3847	gene3926	FALSE
pepP	b2908	gene2970	FALSE
pepT	b1127	gene1141	FALSE
yejA	b2177	gene2232	FALSE
yidB	b3698	gene3779	FALSE
yidC	b3705	gene3787	FALSE
rspB	b1580	gene1617	FALSE
ybeZ	b0660	gene674	FALSE
yejB	b2178	gene2233	FALSE
ybeX	b0658	gene672	FALSE
ybeY	b0659	gene673	FALSE
yidJ	b3678	gene3760	FALSE
yidK	b3679	gene3761	FALSE
ybeT	b0647	gene661	FALSE
ybeU	b0648	gene662	FALSE
ybeR	b0645	gene659	FALSE
yidL	b3680	gene3762	FALSE
ybeQ	b0644	gene658	FALSE
yidR	b3689	gene3770	FALSE
yejL	b2187	gene2242	FALSE
ybeL	b0643	gene657	FALSE
ybeM	b4581	gene640	FALSE
yafC	b0208	gene206	FALSE
ybeF	b0629	gene643	FALSE
ybeD	b0631	gene645	FALSE
yidX	b3696	gene3777	FALSE
pal	b0741	gene754	FALSE
rbsC	b3750	gene3832	FALSE
mdtJ	b1600	gene1638	FALSE
ycgY	b1196	gene1213	FALSE
cvpA	b2313	gene2369	FALSE
rbsB	b3751	gene3833	FALSE
chaC	b1218	gene1241	FALSE
kdgT	b3909	gene3990	FALSE
viaA	b3745	gene3827	FALSE
kdgR	b1827	gene1872	FALSE
glcD	b2979	gene3041	FALSE
chaA	b1216	gene1239	FALSE
nfuA	b3414	gene3475	FALSE
kdgK	b3526	gene3591	FALSE
yejK	b2186	gene2241	FALSE
hyaB	b0973	gene987	FALSE
ssuD	b0935	gene949	FALSE
hyaA	b0972	gene986	FALSE
hyaF	b0977	gene991	FALSE
hyaD	b0975	gene989	FALSE
ssuB	b0933	gene947	FALSE
lpxT	b2174	gene2229	FALSE
clsA	b1249	gene1271	FALSE
clsB	b0789	gene802	FALSE
clsC	b1046	gene1060	FALSE
fimD	b4317	gene4409	FALSE
fimE	b4313	gene4405	FALSE
fimF	b4318	gene4410	FALSE
fimG	b4319	gene4411	FALSE
cptA	b2896	gene2958	FALSE
yhiJ	b3488	gene3549	FALSE
glcC	b2980	gene3042	FALSE
cca	b3056	gene3117	FALSE
yqeJ	b2848	gene2912	FALSE
artQ	b0862	gene876	FALSE
ebgC	b3077	gene3138	FALSE
hinT	b1103	gene1117	FALSE
mdtO	b4081	gene4165	FALSE
ylcG	b4509	gene558	FALSE
rbsR	b3753	gene3835	FALSE
kilR	b1352	gene1384	FALSE
fumA	b1612	gene1650	FALSE
ylcH	b4588	gene553	FALSE
ylcI	b4589	gene569	FALSE
gss	b2988	gene3050	FALSE
mpl	b4233	gene4321	FALSE
hldE	b3052	gene3113	FALSE
amn	b1982	gene2026	FALSE
curA	b1449	gene1485	FALSE
psd	b4160	gene4249	FALSE
arnT	b2257	gene2312	FALSE
mdtM	b4337	gene4429	FALSE
mog	b0009	gene8	FALSE
rluE	b1135	gene1149	FALSE
ttdA	b3061	gene3122	FALSE
wrbA	b1004	gene1021	FALSE
rluF	b4022	gene4103	FALSE
pflC	b3952	gene4031	FALSE
ftsN	b3933	gene4013	FALSE
acrF	b3266	gene3327	FALSE
fldA	b0684	gene695	FALSE
yieK	b3718	gene3800	FALSE
ynaJ	b1332	gene1361	FALSE
ynaK	b1365	gene1397	FALSE
ynaI	b1330	gene1359	FALSE
yafZ	b0252	gene256	FALSE
dbpA	b1343	gene1374	FALSE
zwf	b1852	gene1899	FALSE
bcsB	b3532	gene3597	FALSE
tyrB	b4054	gene4136	FALSE
safA	b1500	gene1534	FALSE
sdaC	b2796	gene2857	FALSE
yccU	b0965	gene979	FALSE
yccT	b0964	gene978	FALSE
cpxP	b4484	gene3994	FALSE
alpA	b2624	gene2689	FALSE
yccS	b0960	gene974	FALSE
yccX	b0968	gene982	FALSE
idi	b2889	gene2951	FALSE
yccE	b1001	gene1018	FALSE
yccF	b0961	gene975	FALSE
yccA	b0970	gene984	FALSE
mqsA	b3021	gene3079	FALSE
yccM	b0992	gene1009	FALSE
cydA	b0733	gene745	FALSE
cydB	b0734	gene746	FALSE
cydC	b0886	gene900	FALSE
cydD	b0887	gene901	FALSE
ryeA	b4432	gene1884	FALSE
yccJ	b1003	gene1020	FALSE
tdk	b1238	gene1261	FALSE
ushA	b0480	gene485	FALSE
tdh	b3616	gene3694	FALSE
yafT	b0217	gene215	FALSE
rmuC	b3832	gene3912	FALSE
alr	b4053	gene4135	FALSE
lpoA	b3147	gene3205	FALSE
lpoB	b1105	gene1119	FALSE
yafU	b0218	gene217	FALSE
symE	b4347	gene4437	FALSE
aslA	b3801	gene3881	FALSE
msyB	b1051	gene1065	FALSE
idnO	b4266	gene4353	FALSE
acs	b4069	gene4153	FALSE
symR	b4625	gene4438	FALSE
brnQ	b0401	gene406	FALSE
lolC	b1116	gene1130	FALSE
mngR	b0730	gene742	FALSE
pyrI	b4244	gene4333	FALSE
nadR	b4390	gene4483	FALSE
arsR	b3501	gene3564	FALSE
yhfT	b3377	gene3438	FALSE
insE1	b0298	gene310	TRUE
ybiP	b0815	gene828	FALSE
wbbH	b2035	gene2086	FALSE
mngA	b0731	gene743	FALSE
mngB	b0732	gene744	FALSE
idnD	b4267	gene4354	FALSE
dapE	b2472	gene2532	FALSE
ybiW	b0823	gene836	FALSE
yqiA	b3031	gene3089	FALSE
garL	b3126	gene3184	FALSE
ybiT	b0820	gene833	FALSE
yegE	b2067	gene2118	FALSE
yegD	b2069	gene2120	FALSE
yegK	b2072	gene2123	FALSE
yegJ	b2071	gene2122	FALSE
yegI	b2070	gene2121	FALSE
ybiU	b0821	gene834	FALSE
lon	b0439	gene444	FALSE
cmtA	b2933	gene2996	FALSE
cmtB	b2934	gene2997	FALSE
yegL	b2073	gene2124	FALSE
yegS	b2086	gene2141	FALSE
yegR	b2085	gene2140	FALSE
yegQ	b2081	gene2136	FALSE
yegP	b2080	gene2135	FALSE
yegW	b2101	gene2155	FALSE
yegV	b2100	gene2154	FALSE
yegU	b2099	gene2153	FALSE
yegT	b2098	gene2152	FALSE
yegZ	b2083	gene2139	FALSE
yegX	b2102	gene2156	FALSE
garR	b3125	gene3183	FALSE
ybiX	b0804	gene817	FALSE
garP	b3127	gene3185	FALSE
polA	b3863	gene3942	FALSE
glpT	b2240	gene2294	FALSE
rusA	b0550	gene557	FALSE
ltaE	b0870	gene884	FALSE
yjfN	b4188	gene4278	FALSE
yqiH	b3047	gene3104	FALSE
yqjC	b3097	gene3158	FALSE
ecpB	b0292	gene301	FALSE
yqiJ	b3050	gene3107	FALSE
glpR	b3423	gene3483	FALSE
lfhA	b0229	gene229	FALSE
rpsI	b3230	gene3291	FALSE
ytfT	b4230	gene4318	FALSE
ldtA	b1990	gene2034	FALSE
ldtB	b0819	gene832	FALSE
ldtC	b1113	gene1127	FALSE
ldtD	b0925	gene939	FALSE
ldtE	b1678	gene1718	FALSE
micA	b4442	gene2746	FALSE
intB	b4271	gene4358	FALSE
yjhE	b4282	gene4368	FALSE
ygaH	b2683	gene2741	FALSE
ygaM	b2672	gene2731	FALSE
casD	b2757	gene2816	FALSE
ygaC	b2671	gene2730	FALSE
uvrY	b1914	gene1962	FALSE
cbl	b1987	gene2031	FALSE
gntU	b4476	gene3495	FALSE
ygaZ	b2682	gene2740	FALSE
ygaY	b2681	gene2739	FALSE
yjhF	b4296	gene4383	FALSE
rseB	b2571	gene2637	FALSE
zntA	b3469	gene3529	FALSE
soxR	b4063	gene4146	FALSE
rhlB	b3780	gene3860	FALSE
ygaQ	b4462	gene2717	FALSE
ygaP	b2668	gene2727	FALSE
ygaV	b2667	gene2726	FALSE
ygaU	b2665	gene2724	FALSE
aceK	b4016	gene4097	FALSE
ssrA	b2621	gene2686	FALSE
yjhC	b4280	gene4365	FALSE
aceB	b4014	gene4095	FALSE
aceA	b4015	gene4096	FALSE
yjhB	b4279	gene4364	FALSE
fryC	b2386	gene2445	FALSE
aceF	b0115	gene112	FALSE
aceE	b0114	gene111	FALSE
ypjD	b2611	gene2677	FALSE
ypjF	b2646	gene2711	FALSE
ypjA	b2647	gene2713	FALSE
ypjC	b2650	gene2715	FALSE
rihC	b0030	gene29	FALSE
rihB	b2162	gene2216	FALSE
rihA	b0651	gene665	FALSE
ypjI	b4644	gene2706	FALSE
ypjK	b2635	gene2700	FALSE
ypjJ	b4548	gene2709	FALSE
hsdM	b4349	gene4440	FALSE
ebgR	b3075	gene3136	FALSE
lysA	b2838	gene2902	FALSE
lysC	b4024	gene4105	FALSE
smrB	b2331	gene2387	FALSE
smrA	b1340	gene1370	FALSE
lysY	b0747	gene760	FALSE
lysZ	b0748	gene761	FALSE
lysP	b2156	gene2210	FALSE
lysQ	b0749	gene762	FALSE
lysR	b2839	gene2903	FALSE
lysS	b2890	gene2952	FALSE
lysT	b0743	gene756	FALSE
rrsD	b3278	gene3339	FALSE
lysV	b2404	gene2462	FALSE
lysW	b0745	gene758	FALSE
eaeH	b0297	gene309	FALSE
uxaA	b3091	gene3152	FALSE
dfp	b3639	gene3717	FALSE
rpmH	b3703	gene3784	FALSE
afuB	b0263	gene267	FALSE
afuC	b0262	gene266	FALSE
lysU	b4129	gene4215	FALSE
ptwF	b4629	gene289	FALSE
ibpB	b3686	gene3767	FALSE
ansA	b1767	gene1809	FALSE
peaD	b4508	gene545	FALSE
yqfG	b4684	gene2950	FALSE
mgsA	b0963	gene977	FALSE
yqfA	b2899	gene2961	FALSE
yqfB	b2900	gene2962	FALSE
yjhP	b4306	gene4396	FALSE
uxaB	b1521	gene1554	FALSE
norW	b2711	gene2770	FALSE
norV	b2710	gene2769	FALSE
thrU	b3976	gene4055	FALSE
pth	b1204	gene1221	FALSE
wcaI	b2050	gene2101	FALSE
yjhR	b4308	gene4400	FALSE
rseX	b4603	gene2010	FALSE
pta	b2297	gene2353	FALSE
rclR	b0305	gene317	FALSE
eda	b1850	gene1897	FALSE
rplP	b3313	gene3374	FALSE
alx	b3088	gene3149	FALSE
nudE	b3397	gene3458	FALSE
gltT	b3969	gene4049	FALSE
uxuB	b4323	gene4415	FALSE
rclA	b0304	gene316	FALSE
rclC	b0301	gene314	FALSE
rclB	b0303	gene315	FALSE
lacA	b0342	gene351	FALSE
rpmB	b3637	gene3715	FALSE
edd	b1851	gene1898	FALSE
rbbA	b3486	gene3547	FALSE
lacI	b0345	gene354	FALSE
rhaR	b3906	gene3987	FALSE
arnD	b2256	gene2311	FALSE
garK	b3124	gene3182	FALSE
rpmG	b3636	gene3714	FALSE
lacY	b0343	gene352	FALSE
lacZ	b0344	gene353	FALSE
ryjA	b4459	gene4147	FALSE
quuQ	b1559	gene1596	FALSE
yjfF	b4231	gene4319	FALSE
ydiB	b1692	gene1734	FALSE
grpE	b2614	gene2679	FALSE
hdfR	b4480	gene3844	FALSE
yciZ	b4596	gene1310	FALSE
atpI	b3739	gene3821	FALSE
atpH	b3735	gene3817	FALSE
quuD	b0551	gene559	FALSE
sanA	b2144	gene2198	FALSE
atpC	b3731	gene3813	FALSE
parC	b3019	gene3077	FALSE
atpA	b3734	gene3816	FALSE
tehB	b1430	gene1464	FALSE
atpG	b3733	gene3815	FALSE
pfkB	b1723	gene1765	FALSE
atpE	b3737	gene3819	FALSE
atpD	b3732	gene3814	FALSE
tnaA	b3708	gene3790	FALSE
ispB	b3187	gene3247	FALSE
hemH	b0475	gene480	FALSE
ybdZ	b4511	gene600	FALSE
hemN	b3867	gene3947	FALSE
yieH	b3715	gene3797	FALSE
hemL	b0154	gene151	FALSE
rhaD	b3902	gene3983	FALSE
hemB	b0369	gene377	FALSE
hyi	b0508	gene514	FALSE
ybdR	b0608	gene624	FALSE
hemF	b2436	gene2495	FALSE
hemG	b3850	gene3929	FALSE
hemD	b3804	gene3885	FALSE
hemE	b3997	gene4078	FALSE
soxS	b4062	gene4145	FALSE
paoA	b0286	gene295	FALSE
paoB	b0285	gene294	FALSE
paoC	b0284	gene293	FALSE
paoD	b0283	gene292	FALSE
ybdL	b0600	gene616	FALSE
ybdO	b0603	gene619	FALSE
ybdN	b0602	gene618	FALSE
yhcC	b3211	gene3272	FALSE
pbl	b2854	gene2919	FALSE
mppA	b1329	gene1358	FALSE
ybdD	b4512	gene614	FALSE
ykiA	b0392	gene398	FALSE
ybdF	b0579	gene591	FALSE
ftsH	b3178	gene3238	FALSE
nanK	b3222	gene3283	FALSE
nanM	b4310	gene4402	FALSE
cueR	b0487	gene493	FALSE
yfjL	b2628	gene2693	FALSE
asr	b1597	gene1634	FALSE
nanA	b3225	gene3286	FALSE
nanC	b4311	gene4403	FALSE
aspS	b1866	gene1914	FALSE
nanE	b3223	gene3284	FALSE
sbp	b3917	gene3997	FALSE
diaA	b3149	gene3207	FALSE
yciO	b1267	gene1290	FALSE
slmA	b3641	gene3719	FALSE
rseC	b2570	gene2636	FALSE
cueO	b0123	gene120	FALSE
nanS	b4309	gene4401	FALSE
nanR	b3226	gene3287	FALSE
udp	b3831	gene3911	FALSE
nanT	b3224	gene3285	FALSE
yjgX	b4575	gene4361	FALSE
dgoK	b3693	gene3775	FALSE
dgoD	b4478	gene3773	FALSE
prfC	b4375	gene4467	FALSE
glsA	b0485	gene491	FALSE
glsB	b1524	gene1557	FALSE
dgoA	b4477	gene3774	FALSE
sbcB	b2011	gene2060	FALSE
sbcC	b0397	gene402	FALSE
hicA	b4532	gene1472	FALSE
sbcD	b0398	gene403	FALSE
trmI	b2960	gene3022	FALSE
trmH	b3651	gene3729	FALSE
yeiE	b2157	gene2211	FALSE
trmJ	b2532	gene2594	FALSE
dgoR	b4479	gene3776	FALSE
ypfN	b4547	gene2533	FALSE
trmN	b2575	gene2641	FALSE
ggt	b3447	gene3507	FALSE
ybjT	b0869	gene883	FALSE
ybjS	b0868	gene882	FALSE
ybjQ	b0866	gene880	FALSE
ybjP	b0865	gene879	FALSE
ybjX	b0877	gene891	FALSE
ybjG	b0841	gene854	FALSE
ybjE	b0874	gene888	FALSE
ybjD	b0876	gene890	FALSE
ybjC	b0850	gene864	FALSE
ybjO	b0858	gene872	FALSE
ybjN	b0853	gene867	FALSE
ybjM	b0848	gene862	FALSE
ybjL	b0847	gene861	FALSE
ybjJ	b0845	gene858	FALSE
ybjI	b0844	gene857	FALSE
ybjH	b0843	gene856	FALSE
ylbE	b4572	gene524	FALSE
yjjY	b4402	gene4495	FALSE
ylbG	b0502	gene508	FALSE
ylbF	b0520	gene525	FALSE
ylbI	b4632	gene507	FALSE
yjjX	b4394	gene4487	FALSE
frlR	b3375	gene3436	FALSE
iraD	b4326	gene4418	FALSE
valZ	b0746	gene759	FALSE
valY	b2403	gene2461	FALSE
valX	b2402	gene2460	FALSE
rplL	b3986	gene4065	FALSE
yjjV	b4378	gene4471	FALSE
valS	b4258	gene4345	FALSE
iraP	b0382	gene388	FALSE
alaC	b2379	gene2438	FALSE
valW	b1666	gene1706	FALSE
valV	b1665	gene1705	FALSE
valU	b2401	gene2459	FALSE
valT	b0744	gene757	FALSE
dcp	b1538	gene1573	FALSE
yhbQ	b3155	gene3213	FALSE
zraS	b4003	gene4084	FALSE
astA	b1747	gene1789	FALSE
astB	b1745	gene1787	FALSE
astC	b1748	gene1790	FALSE
astD	b1746	gene1788	FALSE
astE	b1744	gene1786	FALSE
yceD	b1088	gene1102	FALSE
dtpB	b3496	gene3556	FALSE
dtpC	b4130	gene4216	FALSE
priA	b3935	gene4015	FALSE
avtA	b3572	gene3643	FALSE
yjjN	b4358	gene4449	FALSE
cpxA	b3911	gene3992	FALSE
pntB	b1602	gene1640	FALSE
pntA	b1603	gene1641	FALSE
gntX	b3413	gene3474	FALSE
esrE	b4707	gene3915	FALSE
aphA	b4055	gene4138	FALSE
yjjK	b4391	gene4484	FALSE
dcuS	b4125	gene4210	FALSE
pldA	b3821	gene3901	FALSE
tauB	b0366	gene374	FALSE
tauC	b0367	gene375	FALSE
wecF	b4481	gene3872	FALSE
tauA	b0365	gene373	FALSE
malZ	b0403	gene408	FALSE
yjjI	b4380	gene4473	FALSE
tauD	b0368	gene376	FALSE
malY	b1622	gene1660	FALSE
malT	b3418	gene3479	FALSE
malS	b3571	gene3642	FALSE
malP	b3417	gene3478	FALSE
malQ	b3416	gene3477	FALSE
malM	b4037	gene4119	FALSE
ninE	b0548	gene555	FALSE
tsgA	b3364	gene3426	FALSE
malI	b1620	gene1658	FALSE
malF	b4033	gene4115	FALSE
malG	b4032	gene4114	FALSE
malE	b4034	gene4116	FALSE
oxyS	b4458	gene4040	FALSE
yahF	b0320	gene331	FALSE
yahG	b0321	gene332	FALSE
yahD	b0318	gene329	FALSE
yahE	b0319	gene330	FALSE
ycdT	b1025	gene1041	FALSE
ycdU	b1029	gene1045	FALSE
eutL	b2439	gene2498	FALSE
yahA	b0315	gene326	FALSE
ycdX	b1034	gene1048	FALSE
yahO	b0329	gene339	FALSE
ycdZ	b1036	gene1050	FALSE
yahM	b0327	gene337	FALSE
yahJ	b0324	gene334	FALSE
yahK	b0325	gene335	FALSE
eutD	b2458	gene2517	FALSE
yahI	b0323	gene333	FALSE
trmD	b2607	gene2673	FALSE
rfbA	b2039	gene2090	FALSE
ibpA	b3687	gene3768	FALSE
hyfB	b2482	gene2543	FALSE
recC	b2822	gene2884	FALSE
csgG	b1037	gene1051	FALSE
csgF	b1038	gene1052	FALSE
csgE	b1039	gene1053	FALSE
csgD	b1040	gene1054	FALSE
csgC	b1043	gene1057	FALSE
csgB	b1041	gene1055	FALSE
csgA	b1042	gene1056	FALSE
rrlE	b4009	gene4090	FALSE
dsrA	b1954	gene2000	FALSE
dsrB	b1952	gene1998	FALSE
yeiB	b2152	gene2206	FALSE
yhdJ	b3262	gene3323	FALSE
hha	b0460	gene465	FALSE
sseA	b2521	gene2582	FALSE
ybbA	b0495	gene501	FALSE
sseB	b2522	gene2584	FALSE
ygbT	b2755	gene2814	FALSE
mntH	b2392	gene2450	FALSE
sokA	b4614	gene3628	FALSE
ivy	b0220	gene220	FALSE
mgtL	b4702	gene4330	FALSE
mntP	b1821	gene1865	FALSE
mntS	b4705	gene829	FALSE
mntR	b0817	gene830	FALSE
yqgC	b2940	gene3003	FALSE
azuC	b4663	gene1951	FALSE
yqgA	b2966	gene3028	FALSE
mtgA	b3208	gene3268	FALSE
secA	b0098	gene97	FALSE
tsaA	b0195	gene193	FALSE
tsaB	b1807	gene1851	FALSE
tsaC	b3282	gene3343	FALSE
tsaD	b3064	gene3125	FALSE
secD	b0408	gene413	FALSE
secG	b3175	gene3235	FALSE
secF	b0409	gene414	FALSE
ymfQ	b1153	gene1167	FALSE
ymfR	b1150	gene1164	FALSE
ileT	b3852	gene3931	FALSE
secM	b0097	gene96	FALSE
ilvM	b3769	gene3850	FALSE
ymfI	b1143	gene1156	FALSE
ymfJ	b1144	gene1157	FALSE
ilvN	b3670	gene3750	FALSE
ilvI	b0077	gene77	FALSE
ilvH	b0078	gene78	FALSE
qorA	b4051	gene4133	FALSE
coaE	b0103	gene101	FALSE
ymfA	b1122	gene1136	FALSE
ilvG	b4488	gene3849	FALSE
ymfD	b1137	gene1151	FALSE
ymfE	b1138	gene1152	FALSE
ilvC	b3774	gene3855	FALSE
ilvB	b3671	gene3751	FALSE
yedN	b4495	gene1981	FALSE
yedL	b1932	gene1980	FALSE
recQ	b3822	gene3902	FALSE
yedJ	b1962	gene2008	FALSE
yedK	b1931	gene1979	FALSE
yedI	b1958	gene2004	FALSE
yedF	b1930	gene1978	FALSE
yedD	b1928	gene1976	FALSE
yedE	b1929	gene1977	FALSE
yedA	b1959	gene2005	FALSE
yedZ	b1972	gene2017	FALSE
lhr	b1653	gene1692	FALSE
yedY	b1971	gene2016	FALSE
yedV	b1968	gene2013	FALSE
yedW	b1969	gene2014	FALSE
yedR	b1963	gene2009	FALSE
yedS	b4496	gene2011	FALSE
yedP	b1955	gene2001	FALSE
yedQ	b1956	gene2002	FALSE
emrY	b2367	gene2425	FALSE
allE	b0515	gene520	FALSE
allD	b0517	gene522	FALSE
allC	b0516	gene521	FALSE
allB	b0512	gene517	FALSE
allA	b0505	gene511	FALSE
csiR	b2664	gene2723	FALSE
gfcB	b0986	gene1001	FALSE
gfcC	b0985	gene1000	FALSE
gfcA	b0987	gene1002	FALSE
ffs	b0455	gene460	FALSE
ugpA	b3452	gene3512	FALSE
gfcD	b0984	gene999	FALSE
gfcE	b0983	gene998	FALSE
cycA	b4208	gene4298	FALSE
emrK	b2368	gene2426	FALSE
allS	b0504	gene510	FALSE
allR	b0506	gene512	FALSE
yfbR	b2291	gene2347	FALSE
emrA	b2685	gene2743	FALSE
emrB	b2686	gene2744	FALSE
dcrB	b3472	gene3532	FALSE
yheS	b3352	gene3414	FALSE
emrE	b0543	gene549	FALSE
yibH	b3597	gene3674	FALSE
yibI	b3598	gene3675	FALSE
pcnB	b0143	gene140	FALSE
yibL	b3602	gene3680	FALSE
ydiN	b1691	gene1733	FALSE
yibN	b3611	gene3689	FALSE
yibA	b3594	gene3667	FALSE
yibB	b3618	gene3696	FALSE
elbB	b3209	gene3269	FALSE
yidP	b3684	gene3765	FALSE
yibF	b3592	gene3665	FALSE
yibG	b3596	gene3669	FALSE
panC	b0133	gene130	FALSE
panB	b0134	gene131	FALSE
yidQ	b3688	gene3769	FALSE
panF	b3258	gene3319	FALSE
panE	b0425	gene430	FALSE
panD	b0131	gene128	FALSE
ygjI	b3078	gene3139	FALSE
yfbT	b2293	gene2349	FALSE
yibT	b4554	gene3679	FALSE
pspE	b1308	gene1335	FALSE
panM	b3459	gene3519	FALSE
yibW	b4651	gene3671	FALSE
lsrA	b1513	gene1546	FALSE
yejE	b2179	gene2234	FALSE
